id,url,species,breed_primary,breed_mixed,color_primary,age,sex,size,coat,fixed,house_trained,shots_current,name,contact_city,contact_state,contact_zip
45924084,https://www.petfinder.com/dog/shadow-45924084/nj/manahawkin/homeless-paws-nj417/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Labrador Retriever,TRUE,Black,Baby,Male,Medium,Short,TRUE,TRUE,TRUE,Shadow,Manahawkin,NJ,8050
45924041,https://www.petfinder.com/dog/dutch-45924041/nj/voorhees/lilos-promise-animal-rescue-nj533/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,TRUE,Black,Young,Male,Medium,Short,TRUE,TRUE,TRUE,Dutch,Voorhees,NJ,8043
45923673,https://www.petfinder.com/dog/alysson-45923673/nj/lambertville/animal-alliance-nj290/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Coonhound,TRUE,"Tricolor (Brown, Black, & White)",Baby,Female,Large,Short,TRUE,FALSE,TRUE,Alysson,Lambertville,NJ,8530
45923671,https://www.petfinder.com/dog/alissa-45923671/nj/lambertville/animal-alliance-nj290/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Coonhound,TRUE,Bicolor,Baby,Female,Large,Short,TRUE,FALSE,TRUE,Alissa,Lambertville,NJ,8530
45923669,https://www.petfinder.com/dog/dessi-45923669/nj/lambertville/animal-alliance-nj290/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Hound,TRUE,Gray / Blue / Silver,Baby,Female,Large,Short,TRUE,FALSE,TRUE,Dessi,Lambertville,NJ,8530
45923666,https://www.petfinder.com/dog/sophie-45923666/nj/lambertville/animal-alliance-nj290/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Hound,TRUE,Brindle,Baby,Female,Medium,Short,TRUE,FALSE,TRUE,Sophie,Lambertville,NJ,8530
45923665,https://www.petfinder.com/dog/izzy-45923665/nj/lambertville/animal-alliance-nj290/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Hound,TRUE,Black,Baby,Female,Medium,Short,TRUE,FALSE,TRUE,Izzy,Lambertville,NJ,8530
45923664,https://www.petfinder.com/dog/novalee-45923664/nj/lambertville/animal-alliance-nj290/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Hound,TRUE,Yellow / Tan / Blond / Fawn,Baby,Female,Large,Short,TRUE,FALSE,TRUE,NovaLee,Lambertville,NJ,8530
45923496,https://www.petfinder.com/dog/pinta-45923496/nj/ewing/arf-of-mercer-nj776/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Cattle Dog,TRUE,Black,Young,Female,Medium,Short,TRUE,FALSE,TRUE,Pinta,Ewing,NJ,8638
45923204,https://www.petfinder.com/dog/amor-45923204/nj/ewing/arf-of-mercer-nj776/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dachshund,TRUE,"Tricolor (Brown, Black, & White)",Baby,Female,Small,Short,TRUE,FALSE,TRUE,Amor,Ewing,NJ,8638
45919320,https://www.petfinder.com/dog/java-45919320/nj/whiting/jonahs-ark-animal-rescue-nj857/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Great Pyrenees,FALSE,Black,Baby,Female,Extra Large,Medium,FALSE,FALSE,TRUE,JAVA,Whiting,NJ,8759
45912784,https://www.petfinder.com/dog/smokey-45912784/nj/voorhees/lilos-promise-animal-rescue-nj533/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,FALSE,Gray / Blue / Silver,Adult,Male,Large,Short,TRUE,TRUE,TRUE,Smokey,Voorhees,NJ,8043
45911352,https://www.petfinder.com/dog/perla-45911352/nj/ewing/arf-of-mercer-nj776/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Terrier,TRUE,Yellow / Tan / Blond / Fawn,Baby,Female,Small,Wire,TRUE,FALSE,TRUE,Perla,Ewing,NJ,8638
45909062,https://www.petfinder.com/dog/buddy-45909062/nj/willingboro/burlington-county-animal-alliance-nj100/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pointer,FALSE,Black,Young,Male,Large,Short,FALSE,TRUE,TRUE,Buddy,Willingboro,NJ,8046
45907421,https://www.petfinder.com/dog/needs-foster-houston-ga-45907421/nj/bridgeton/pointerrescue-org-nj256/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,English Pointer,FALSE,White / Cream,Adult,Male,Large,Short,FALSE,FALSE,FALSE,Needs Foster Houston (GA),Bridgeton,NJ,8332
45907410,https://www.petfinder.com/dog/needs-foster-allie-ga-45907410/nj/bridgeton/pointerrescue-org-nj256/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,English Pointer,FALSE,White / Cream,Adult,Female,Large,Short,FALSE,FALSE,FALSE,Needs Foster Allie (GA),Bridgeton,NJ,8332
45907397,https://www.petfinder.com/dog/needs-foster-ga-puppy-ga-45907397/nj/bridgeton/pointerrescue-org-nj256/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,English Pointer,TRUE,White / Cream,Baby,Male,Large,Short,FALSE,FALSE,FALSE,Needs Foster GA Puppy (GA),Bridgeton,NJ,8332
45902668,https://www.petfinder.com/dog/rusty-45902668/nj/willingboro/burlington-county-animal-alliance-nj100/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Akita,TRUE,Bicolor,Adult,Male,Large,Medium,TRUE,TRUE,TRUE,Rusty,Willingboro,NJ,8046
45900926,https://www.petfinder.com/dog/april-45900926/nj/seaside-heights/heaven-sent-animal-rescue-nj912/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,TRUE,Bicolor,Baby,Female,Medium,Short,TRUE,FALSE,TRUE,April,Seaside Heights,NJ,8751
45900912,https://www.petfinder.com/dog/apollo-45900912/nj/seaside-heights/heaven-sent-animal-rescue-nj912/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,TRUE,Bicolor,Baby,Male,Medium,Short,TRUE,FALSE,TRUE,Apollo,Seaside Heights,NJ,8751
45900908,https://www.petfinder.com/dog/ace-45900908/nj/seaside-heights/heaven-sent-animal-rescue-nj912/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,TRUE,Bicolor,Baby,Male,Medium,Short,TRUE,FALSE,TRUE,Ace,Seaside Heights,NJ,8751
45900905,https://www.petfinder.com/dog/athena-45900905/nj/seaside-heights/heaven-sent-animal-rescue-nj912/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,TRUE,White / Cream,Baby,Female,Medium,Short,TRUE,FALSE,TRUE,Athena,Seaside Heights,NJ,8751
45900899,https://www.petfinder.com/dog/aries-45900899/nj/seaside-heights/heaven-sent-animal-rescue-nj912/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,TRUE,Black,Baby,Female,Medium,Short,TRUE,FALSE,TRUE,Aries,Seaside Heights,NJ,8751
45900278,https://www.petfinder.com/dog/sterling-45900278/nj/seaside-heights/heaven-sent-animal-rescue-nj912/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Boxer,TRUE,Black,Baby,Male,Medium,Short,TRUE,FALSE,TRUE,Sterling,Seaside Heights,NJ,8751
45900271,https://www.petfinder.com/dog/samantha-45900271/nj/seaside-heights/heaven-sent-animal-rescue-nj912/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Boxer,TRUE,Black,Baby,Female,Medium,Short,TRUE,FALSE,TRUE,Samantha,Seaside Heights,NJ,8751
45900263,https://www.petfinder.com/dog/sophie-45900263/nj/seaside-heights/heaven-sent-animal-rescue-nj912/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Boxer,TRUE,"Tricolor (Brown, Black, & White)",Baby,Female,Medium,Short,TRUE,FALSE,TRUE,Sophie,Seaside Heights,NJ,8751
45900248,https://www.petfinder.com/dog/slyvester-45900248/nj/seaside-heights/heaven-sent-animal-rescue-nj912/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Boxer,TRUE,Bicolor,Baby,Male,Medium,Short,TRUE,FALSE,TRUE,Slyvester,Seaside Heights,NJ,8751
45900220,https://www.petfinder.com/dog/brylee-45900220/nj/seaside-heights/heaven-sent-animal-rescue-nj912/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Hound,TRUE,"Tricolor (Brown, Black, & White)",Baby,Female,Medium,Short,TRUE,FALSE,TRUE,Brylee,Seaside Heights,NJ,8751
45900212,https://www.petfinder.com/dog/bryan-45900212/nj/seaside-heights/heaven-sent-animal-rescue-nj912/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Hound,TRUE,Black,Baby,Male,Medium,Short,TRUE,FALSE,TRUE,Bryan,Seaside Heights,NJ,8751
45900205,https://www.petfinder.com/dog/bob-45900205/nj/seaside-heights/heaven-sent-animal-rescue-nj912/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Hound,TRUE,Bicolor,Baby,Male,Medium,Short,TRUE,FALSE,TRUE,Bob,Seaside Heights,NJ,8751
45897647,https://www.petfinder.com/dog/misty-rose-45897647/nj/ocean-view/almost-home-animal-rescue-of-south-jersey-nj862/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Poodle,FALSE,White / Cream,Adult,Female,Small,Curly,TRUE,TRUE,TRUE,Misty Rose,Ocean View,NJ,8230
45888652,https://www.petfinder.com/dog/unka-45888652/nj/franklinville/rescue-dogs-rock-animal-rescue-nj815/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,German Shepherd Dog,TRUE,White / Cream,Young,Male,Medium,Short,TRUE,TRUE,TRUE,Unka,Franklinville,NJ,8322
45881546,https://www.petfinder.com/dog/needs-foster-amber-mi-45881546/nj/bridgeton/pointerrescue-org-nj256/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,English Pointer,FALSE,White / Cream,Adult,Female,Large,Short,FALSE,FALSE,FALSE,Needs Foster Amber (MI),Bridgeton,NJ,8332
45881520,https://www.petfinder.com/dog/needs-foster-hunter-il-45881520/nj/bridgeton/pointerrescue-org-nj256/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,English Pointer,FALSE,White / Cream,Adult,Male,Large,Short,FALSE,FALSE,FALSE,Needs Foster Hunter (IL),Bridgeton,NJ,8332
45879424,https://www.petfinder.com/dog/olga-45879424/nj/barnegat/pound-dog-found-dog-rescue-nj882/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,TRUE,Brown / Chocolate,Young,Female,Medium,Short,TRUE,FALSE,TRUE,Olga,Barnegat,NJ,8005
45878930,https://www.petfinder.com/dog/handsome-45878930/nj/lambertville/animal-alliance-nj290/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Yellow Labrador Retriever,TRUE,White / Cream,Young,Male,Large,Short,TRUE,TRUE,TRUE,Handsome,Lambertville,NJ,8530
45878764,https://www.petfinder.com/dog/adley-45878764/nj/lambertville/animal-alliance-nj290/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Hound,TRUE,Red / Chestnut / Orange,Young,Female,Medium,Short,TRUE,TRUE,TRUE,Adley,Lambertville,NJ,8530
45878731,https://www.petfinder.com/dog/erin-45878731/nj/barnegat/pound-dog-found-dog-rescue-nj882/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Labrador Retriever,TRUE,Yellow / Tan / Blond / Fawn,Young,Female,Medium,Short,TRUE,TRUE,TRUE,Erin,Barnegat,NJ,8005
45878345,https://www.petfinder.com/dog/larry-45878345/nj/lambertville/animal-alliance-nj290/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Hound,TRUE,White / Cream,Baby,Male,Large,Short,TRUE,FALSE,TRUE,Larry,Lambertville,NJ,8530
45878207,https://www.petfinder.com/dog/curly-45878207/nj/lambertville/animal-alliance-nj290/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Hound,TRUE,Red / Chestnut / Orange,Baby,Male,Large,Short,TRUE,FALSE,TRUE,Curly,Lambertville,NJ,8530
45878104,https://www.petfinder.com/dog/moe-45878104/nj/lambertville/animal-alliance-nj290/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Hound,TRUE,Red / Chestnut / Orange,Baby,Male,Large,Short,TRUE,FALSE,TRUE,Moe,Lambertville,NJ,8530
45876693,https://www.petfinder.com/dog/kimber-45876693/nj/lambertville/animal-alliance-nj290/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Cattle Dog,TRUE,Black,Young,Female,Medium,Short,TRUE,TRUE,TRUE,Kimber,Lambertville,NJ,8530
45876490,https://www.petfinder.com/dog/santana-45876490/nj/pleasantville/atlantic-county-animal-shelter-nj140/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Labrador Retriever,TRUE,Yellow / Tan / Blond / Fawn,Senior,Male,Medium,Short,FALSE,TRUE,TRUE,Santana,Pleasantville,NJ,8232
45874338,https://www.petfinder.com/dog/nova-45874338/nj/pleasantville/atlantic-county-animal-shelter-nj140/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Border Collie,TRUE,Black,Adult,Female,Medium,Short,FALSE,TRUE,TRUE,Nova,Pleasantville,NJ,8232
45874233,https://www.petfinder.com/dog/keira-45874233/nj/pleasantville/atlantic-county-animal-shelter-nj140/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,FALSE,Gray / Blue / Silver,Adult,Female,Medium,Short,TRUE,TRUE,TRUE,Keira,Pleasantville,NJ,8232
45873452,https://www.petfinder.com/dog/blizzard-45873452/nj/pleasantville/atlantic-county-animal-shelter-nj140/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,German Shepherd Dog,FALSE,White / Cream,Adult,Male,Large,Medium,FALSE,TRUE,TRUE,Blizzard,Pleasantville,NJ,8232
45866730,https://www.petfinder.com/dog/twyla-45866730/nj/seaside-heights/heaven-sent-animal-rescue-nj912/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Hound,TRUE,Black,Baby,Female,Medium,Short,TRUE,FALSE,TRUE,Twyla,Seaside Heights,NJ,8751
45866685,https://www.petfinder.com/dog/rex-45866685/nj/seaside-heights/heaven-sent-animal-rescue-nj912/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pointer,TRUE,Black,Baby,Male,Medium,Short,TRUE,FALSE,TRUE,Rex,Seaside Heights,NJ,8751
45866672,https://www.petfinder.com/dog/redford-45866672/nj/seaside-heights/heaven-sent-animal-rescue-nj912/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,TRUE,Black,Baby,Male,Medium,Short,TRUE,FALSE,TRUE,Redford,Seaside Heights,NJ,8751
45862666,https://www.petfinder.com/dog/flynn-45862666/nj/willingboro/burlington-county-animal-alliance-nj100/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Feist,TRUE,White / Cream,Baby,Male,Small,Short,FALSE,FALSE,TRUE,Flynn,Willingboro,NJ,8046
45856774,https://www.petfinder.com/dog/dillon-45856774/nj/clayton/gloucester-county-animal-shelter-nj167/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,FALSE,Black,Adult,Male,Medium,Short,TRUE,FALSE,TRUE,DILLON,Clayton,NJ,8312
45850503,https://www.petfinder.com/dog/skye-45850503/nj/willingboro/burlington-county-animal-alliance-nj100/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dachshund,TRUE,Red / Chestnut / Orange,Young,Female,Small,Short,FALSE,FALSE,TRUE,Skye,Willingboro,NJ,8046
45841667,https://www.petfinder.com/dog/clyde-45841667/nj/lambertville/animal-alliance-nj290/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Golden Retriever,TRUE,Red / Chestnut / Orange,Senior,Male,Large,Medium,TRUE,TRUE,TRUE,Clyde,Lambertville,NJ,8530
45839162,https://www.petfinder.com/dog/maggie-45839162/nj/willingboro/burlington-county-animal-alliance-nj100/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Retriever,TRUE,Black,Adult,Female,Medium,Medium,TRUE,FALSE,TRUE,Maggie,Willingboro,NJ,8046
45838428,https://www.petfinder.com/dog/stanley-45838428/nj/lambertville/animal-alliance-nj290/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Mountain Cur,TRUE,Black,Young,Male,Medium,Short,TRUE,TRUE,TRUE,Stanley,Lambertville,NJ,8530
45837928,https://www.petfinder.com/dog/gigi-45837928/nj/ocean-view/beacon-animal-rescue-nj348/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Hound,TRUE,Brown / Chocolate,Adult,Female,Medium,Short,TRUE,FALSE,TRUE,Gigi,Ocean View,NJ,8230
45831507,https://www.petfinder.com/dog/avery-45831507/nj/cinnaminson/tiny-paws-rescue-inc-nj835/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Terrier,FALSE,Black,Baby,Female,Small,Short,TRUE,TRUE,TRUE,Avery,Cinnaminson,NJ,8077
45826567,https://www.petfinder.com/dog/bebe-45826567/nj/ewing/trenton-animals-rock-nj926/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,American Staffordshire Terrier,TRUE,White / Cream,Baby,Female,Medium,Short,FALSE,TRUE,TRUE,Bebe,Ewing,NJ,8628
45794883,https://www.petfinder.com/dog/livvy-45794883/nj/pleasantville/atlantic-county-animal-shelter-nj140/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,FALSE,Brown / Chocolate,Adult,Female,Medium,Short,FALSE,TRUE,TRUE,Livvy,Pleasantville,NJ,8232
45794562,https://www.petfinder.com/dog/brick-45794562/nj/pleasantville/atlantic-county-animal-shelter-nj140/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,TRUE,Black,Adult,Male,Large,Short,FALSE,TRUE,TRUE,Brick,Pleasantville,NJ,8232
45789483,https://www.petfinder.com/dog/tinker-bell-45789483/nj/pennsauken/almost-home-animal-shelter-nj445/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Black Labrador Retriever,TRUE,Black,Baby,Female,Medium,Short,TRUE,FALSE,FALSE,Tinker Bell,Pennsauken,NJ,8109
45789457,https://www.petfinder.com/dog/margie-45789457/nj/pennsauken/almost-home-animal-shelter-nj445/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Chihuahua,FALSE,Golden,Senior,Female,Small,Short,TRUE,FALSE,TRUE,Margie,Pennsauken,NJ,8109
45789348,https://www.petfinder.com/dog/rudy-45789348/nj/pennsauken/almost-home-animal-shelter-nj445/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Chihuahua,FALSE,Golden,Adult,Male,Small,Short,TRUE,FALSE,TRUE,Rudy,Pennsauken,NJ,8109
45786893,https://www.petfinder.com/dog/ace-45786893/nj/hamilton/pet-rescue-of-mercer-nj83/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,American Staffordshire Terrier,TRUE,Gray / Blue / Silver,Adult,Male,Large,Short,FALSE,TRUE,TRUE,ACE,Hamilton,NJ,8619
45778736,https://www.petfinder.com/dog/ollie-45778736/nj/lambertville/animal-alliance-nj290/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Papillon,FALSE,Black,Young,Male,Small,Long,TRUE,TRUE,TRUE,Ollie,Lambertville,NJ,8530
45778645,https://www.petfinder.com/dog/byron-45778645/nj/lambertville/animal-alliance-nj290/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dachshund,FALSE,Bicolor,Young,Male,Medium,Short,TRUE,TRUE,TRUE,Byron,Lambertville,NJ,8530
45778617,https://www.petfinder.com/dog/bruno-45778617/nj/lambertville/animal-alliance-nj290/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dachshund,FALSE,Bicolor,Young,Male,Medium,Short,TRUE,TRUE,TRUE,Bruno,Lambertville,NJ,8530
45778399,https://www.petfinder.com/dog/colt-45778399/nj/lambertville/animal-alliance-nj290/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pug,TRUE,Yellow / Tan / Blond / Fawn,Young,Male,Medium,Short,TRUE,TRUE,TRUE,Colt,Lambertville,NJ,8530
45776263,https://www.petfinder.com/dog/winifred-45776263/nj/seaside-heights/heaven-sent-animal-rescue-nj912/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Hound,TRUE,Brindle,Baby,Female,Medium,Short,TRUE,FALSE,TRUE,Winifred,Seaside Heights,NJ,8751
45771353,https://www.petfinder.com/dog/just-in-45771353/nj/cherry-hill/peytons-place-animal-rescue-nj904/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Chihuahua,TRUE,Apricot / Beige,Young,Male,Small,Short,TRUE,FALSE,TRUE,Just-In,Cherry Hill,NJ,8034
45771298,https://www.petfinder.com/dog/ginger-45771298/nj/trenton/trenton-animal-shelter-nj43/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,American Staffordshire Terrier,FALSE,Red / Chestnut / Orange,Adult,Female,Medium,Short,TRUE,FALSE,TRUE,Ginger,Trenton,NJ,8609
45771239,https://www.petfinder.com/dog/mindy-45771239/nj/cherry-hill/peytons-place-animal-rescue-nj904/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Chihuahua,TRUE,Apricot / Beige,Baby,Female,Small,Short,TRUE,FALSE,TRUE,Mindy,Cherry Hill,NJ,8034
45771221,https://www.petfinder.com/dog/zulu-45771221/nj/trenton/trenton-animal-shelter-nj43/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,American Staffordshire Terrier,FALSE,Yellow / Tan / Blond / Fawn,Young,Male,Medium,Short,TRUE,FALSE,TRUE,Zulu,Trenton,NJ,8609
45769404,https://www.petfinder.com/dog/lady-45769404/nj/voorhees/furry-animals-being-saved-rescue-ct588/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Chow Chow,TRUE,"Tricolor (Brown, Black, & White)",Adult,Female,Medium,Short,TRUE,TRUE,TRUE,LADY,Voorhees,NJ,8043
45768812,https://www.petfinder.com/dog/bear-courtesy-listing-45768812/nj/toms-river/big-east-akita-rescue-nj691/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Akita,TRUE,Gray / Blue / Silver,Senior,Male,Large,Medium,TRUE,TRUE,TRUE,Bear (Courtesy Listing),Toms River,NJ,8753
45765894,https://www.petfinder.com/dog/trooper-45765894/nj/lambertville/animal-alliance-nj290/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Labrador Retriever,TRUE,Golden,Young,Male,Large,Short,TRUE,TRUE,TRUE,Trooper,Lambertville,NJ,8530
45765795,https://www.petfinder.com/dog/isosceles-45765795/nj/lambertville/animal-alliance-nj290/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Rat Terrier,TRUE,"Tricolor (Brown, Black, & White)",Adult,Male,Small,Short,TRUE,FALSE,TRUE,Isosceles,Lambertville,NJ,8530
45765696,https://www.petfinder.com/dog/ducky-45765696/nj/lambertville/animal-alliance-nj290/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Jack Russell Terrier,TRUE,Red / Chestnut / Orange,Baby,Male,Small,Short,TRUE,FALSE,TRUE,Ducky,Lambertville,NJ,8530
45758074,https://www.petfinder.com/dog/gracie-45758074/nj/cherry-hill/peytons-place-animal-rescue-nj904/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Chihuahua,TRUE,White / Cream,Senior,Female,Small,Short,TRUE,TRUE,TRUE,Gracie,Cherry Hill,NJ,8034
45752912,https://www.petfinder.com/dog/west-coast-lily-wa-45752912/nj/bridgeton/pointerrescue-org-nj256/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,English Pointer,FALSE,White / Cream,Adult,Female,Large,Short,TRUE,FALSE,TRUE,West Coast Lily (WA),Bridgeton,NJ,8332
45750736,https://www.petfinder.com/dog/samsom-45750736/nj/franklinville/rescue-dogs-rock-animal-rescue-nj815/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Beagle,FALSE,"Tricolor (Brown, Black, & White)",Young,Male,Medium,Short,TRUE,TRUE,TRUE,Samsom,Franklinville,NJ,8322
45746127,https://www.petfinder.com/dog/mannio-45746127/nj/ewing/arf-of-mercer-nj776/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Labrador Retriever,TRUE,Black,Young,Male,Medium,Medium,TRUE,TRUE,TRUE,Mannio,Ewing,NJ,8638
45744040,https://www.petfinder.com/dog/georgie-45744040/nj/cherry-hill/peytons-place-animal-rescue-nj904/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,American Staffordshire Terrier,TRUE,Gray / Blue / Silver,Young,Male,Medium,Short,TRUE,TRUE,TRUE,Georgie,Cherry Hill,NJ,8034
45743848,https://www.petfinder.com/dog/oscar-45743848/nj/cherry-hill/peytons-place-animal-rescue-nj904/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Yorkshire Terrier,FALSE,Brown / Chocolate,Adult,Male,Small,Long,TRUE,TRUE,TRUE,Oscar,Cherry Hill,NJ,8034
45740567,https://www.petfinder.com/dog/saturn-45740567/nj/voorhees/sarama-animal-rescue-nj855/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Boxer,TRUE,"Tricolor (Brown, Black, & White)",Adult,Female,Medium,Short,TRUE,TRUE,TRUE,Saturn,Voorhees,NJ,8043
45737861,https://www.petfinder.com/dog/wilma-45737861/nj/cherry-hill/peytons-place-animal-rescue-nj904/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Hound,TRUE,Apricot / Beige,Baby,Female,Large,Short,TRUE,FALSE,TRUE,Wilma,Cherry Hill,NJ,8034
45735824,https://www.petfinder.com/dog/maryann-45735824/nj/cherry-hill/peytons-place-animal-rescue-nj904/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Hound,TRUE,Bicolor,Baby,Female,Large,Short,TRUE,FALSE,TRUE,MaryAnn,Cherry Hill,NJ,8034
45735531,https://www.petfinder.com/dog/ginger-45735531/nj/cherry-hill/peytons-place-animal-rescue-nj904/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Hound,TRUE,Apricot / Beige,Baby,Female,Large,Short,TRUE,FALSE,TRUE,Ginger,Cherry Hill,NJ,8034
